ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,EAN,UPC,GTIN
B0D88ZCM8M,"KINZUA ENVIRONMENTAL Urine B-Gone, Professional Enzyme Odor Eliminator & Pet Stain Remover, Human, Cat & Dog Urine Cleaner, Effective on Laundry, Carpets & More (3.79Liter (Pack of 1), Lavender)",Kinzua Environmental,https://www.amazon.co.uk/dp/B0D88ZCM8M,Pet Supplies,OK,MAYBE,BALANCED | 60/mo | GBP10.58 profit | GBP634.80 monthly gross | stable | 5 sellers,BALANCED,1,BALANCED | GBP634.80/mo | 60/mo | GBP10.58 unit profit | stable | 5 sellers,8.0,10,10,6,4,9,8.2,9.3,GBP635,OK,STRONG,GBP68.75,GBP69.39,STABLE,GBP3.54,GBP9.95,GBP13.49,GBP44.69,GBP10.58,23.7%,GBP46.05,GBP58.17,29328,30,0,4.2,5545,N,5,N,0%,-,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,0860011585664,860011585664,
B0FDKVYTGH,Panana 136cm Large Bird Cage Parrot Cages Wide Flight Metal Animal Cage for Cockatiel Lovebird Budgie Parakeet Durable Frame With Perch Stand and Wheels (Black),Panana,https://www.amazon.co.uk/dp/B0FDKVYTGH,Pet Supplies,OK,YES,BALANCED | 62/mo | GBP10.20 profit | GBP632.40 monthly gross | stable | 3 sellers,BALANCED,1,BALANCED | GBP632.40/mo | 62/mo | GBP10.20 unit profit | stable | 3 sellers,8.8,10,10,8,6,9.3,8.9,9.5,GBP632,OK,AVERAGE,GBP55.99,GBP55.99,STABLE,GBP0.00,GBP9.40,GBP9.40,GBP36.39,GBP10.20,28.0%,GBP38.83,GBP45.79,12324,31,0,4.7,35,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,0710917611410,710917611410,
B076HLDWPP,Royal Canin Chihuahua Adult Wet Dog Pouches 85g (Pack of 48),MALTBY'S CORN STORES,https://www.amazon.co.uk/dp/B076HLDWPP,Pet Supplies,OK,MAYBE,BALANCED | 86/mo | GBP7.03 profit | GBP604.60 monthly gross | SQUEEZED | 4 sellers,BALANCED,1,BALANCED | GBP604.60/mo | 86/mo | GBP7.03 unit profit | SQUEEZED | 4 sellers,8.2,10,10,6,5,9,7.7,8.6,GBP605,SQUEEZED,AVERAGE,GBP39.80,GBP46.45,DROPPING (14%),GBP0.00,GBP6.90,GBP6.90,GBP25.87,GBP7.03,27.2%,GBP27.42,GBP32.77,13746,43,0,4.6,68,N,4,N,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,7109765765438,,
B071KG4DSQ,"Other Vetspec Healthy Dog Adult Formula 12kg, Clear",Other,https://www.amazon.co.uk/dp/B071KG4DSQ,Pet Supplies,OK,BRAND APPROACH,BALANCED | 62/mo | GBP9.64 profit | GBP597.70 monthly gross | stable | 3 sellers,BALANCED,1,BALANCED | GBP597.70/mo | 62/mo | GBP9.64 unit profit | stable | 3 sellers,8.1,9,10,8,4,9.3,7.9,9.1,GBP598,OK,WEAK,GBP67.99,GBP68.05,STABLE,GBP2.91,GBP11.24,GBP14.15,GBP44.19,GBP9.64,21.8%,GBP44.86,GBP58.35,24877,31,0,4.6,25,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060111811112,,
B0BYK1Y7MS,Time Greyhound 28 15KG X 2 (30KG) 28% protein dog biscuit,Vanstart,https://www.amazon.co.uk/dp/B0BYK1Y7MS,Pet Supplies,OK,YES,BALANCED | 66/mo | GBP8.44 profit | GBP557.00 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP557.00/mo | 66/mo | GBP8.44 unit profit | stable | 2 sellers,9.0,10,10,9,6,9.4,8.6,9.3,GBP557,OK,WEAK,GBP46.99,GBP46.99,STABLE,GBP0.00,GBP8.01,GBP8.01,GBP30.54,GBP8.44,27.6%,GBP32.49,GBP38.55,16124,33,0,4.5,35,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B0D9YBT86Q,"Extra Long 170cm Foldable Dog Ramps for Cars, Pet Ramps for Dogs with Non-Slip Rug Surface, Extra Wide Dog Steps for Medium & Large Dogs Up to 250LBS Enter a Car, SUV & Truck",BADGESHAND,https://www.amazon.co.uk/dp/B0D9YBT86Q,Pet Supplies,HEAVY,MAYBE,BALANCED | 68/mo | GBP8.19 profit | GBP556.90 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP556.90/mo | 68/mo | GBP8.19 unit profit | stable | 2 sellers,8.0,10,10,9,1,9.3,7.1,9,GBP557,OK,STRONG,GBP66.99,GBP66.99,STABLE,GBP5.55,GBP9.71,GBP15.26,GBP43.54,GBP8.19,18.8%,GBP43.11,GBP58.80,18159,34,0,4.3,65,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B003ZG8USU,"NT Labs Medikoi Sturgeon Multi-Season, Complete Feed For Sturgeon, Ideal For All Year Round Feeding, Fast Sinking Pellet, Highly Palatable Pond Fish Feed (5 kg)(4.5mm)(Standard)",NT Labs,https://www.amazon.co.uk/dp/B003ZG8USU,Pet Supplies,OK,MAYBE,BALANCED | 50/mo | GBP9.57 profit | GBP478.50 monthly gross | stable | 5 sellers,BALANCED,1,BALANCED | GBP478.50/mo | 50/mo | GBP9.57 unit profit | stable | 5 sellers,8.4,10,10,6,6,8.7,8.5,8.9,GBP479,OK,AVERAGE,GBP52.79,GBP52.78,STABLE,GBP0.00,GBP8.90,GBP8.90,GBP34.31,GBP9.57,27.9%,GBP36.57,GBP43.22,19198,25,0,4.5,179,N,5,N,0%,-,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,0733809003889,733809003889,
B07199FYK4,NT Labs Medikoi Probiotic Growth 5kg 6mm Pellet,NT Labs,https://www.amazon.co.uk/dp/B07199FYK4,Pet Supplies,OK,MAYBE,BALANCED | 42/mo | GBP11.38 profit | GBP478.00 monthly gross | stable | 3 sellers,BALANCED,1,BALANCED | GBP478.00/mo | 42/mo | GBP11.38 unit profit | stable | 3 sellers,8.2,8,10,8,6,8.9,8.8,9.2,GBP478,OK,AVERAGE,GBP62.05,GBP65.09,SLIGHT DIP (5%),GBP0.00,GBP10.33,GBP10.33,GBP40.33,GBP11.38,28.2%,GBP43.10,GBP50.67,34914,21,0,4.5,103,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,0733809001366,733809001366,
B0D2KSYJL1,"Arcadia LumenIZE Pro T5 UVB Kit, ShadeDweller 7% UV-B, 8 Watt Reptile Terrarium Vivarium Light Unit",Arcadia,https://www.amazon.co.uk/dp/B0D2KSYJL1,Pet Supplies,OK,MAYBE,BALANCED | 44/mo | GBP10.09 profit | GBP444.00 monthly gross | stable | 3 sellers,BALANCED,1,BALANCED | GBP444.00/mo | 44/mo | GBP10.09 unit profit | stable | 3 sellers,8.0,8,10,7,6,8.8,8.8,9.2,GBP444,OK,AVERAGE,GBP55.45,GBP55.97,STABLE,GBP0.00,GBP9.31,GBP9.31,GBP36.04,GBP10.09,28.0%,GBP38.45,GBP45.36,30856,22,0,3.5,17,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5018296000531,,
B074RGX6KB,Frozen Fish Food - Bloodworm Blister Pack 100g x11,CHUWPI,https://www.amazon.co.uk/dp/B074RGX6KB,Pet Supplies,OK,YES,BALANCED | 102/mo | GBP4.35 profit | GBP443.70 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP443.70/mo | 102/mo | GBP4.35 unit profit | stable | 2 sellers,8.8,10,10,9,5,9.8,7.7,8.8,GBP444,OK,WEAK,GBP26.07,GBP26.30,STABLE,GBP0.00,GBP4.78,GBP4.78,GBP16.95,GBP4.35,25.7%,GBP17.74,GBP21.72,17017,51,0,4.6,212,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0700461926498, 0750258359091","700461926498, 750258359091",
B07NCRHQJF,Megazorb 2 x bedding highly absorbent 2 x 85L bags,Megazorb,https://www.amazon.co.uk/dp/B07NCRHQJF,Pet Supplies,OK,YES,BALANCED | 62/mo | GBP6.67 profit | GBP413.50 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP413.50/mo | 62/mo | GBP6.67 unit profit | stable | 2 sellers,8.5,9,10,9,5,9.4,8.3,9,GBP414,OK,WEAK,GBP37.95,GBP37.84,STABLE,GBP0.00,GBP6.61,GBP6.61,GBP24.67,GBP6.67,27.0%,GBP26.12,GBP31.28,27347,31,0,4.6,80,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5056215408068,,
B07V8YWKVM,"Hill's Prescription Diet Gastrointestinal Biome Digestive/Fiber Care Chicken & Vegetable Stew Wet Cat Food, Veterinary Diet, 2.9 oz. Cans, 24-Pack",HILL'S PRESCRIPTION DIET,https://www.amazon.co.uk/dp/B07V8YWKVM,Pet Supplies,OK,MAYBE,BALANCED | 92/mo | GBP4.33 profit | GBP398.40 monthly gross | SQUEEZED | 2 sellers,BALANCED,1,BALANCED | GBP398.40/mo | 92/mo | GBP4.33 unit profit | SQUEEZED | 2 sellers,8.0,10,10,9,1,9.2,5.6,8,GBP398,SQUEEZED,AVERAGE,GBP42.99,GBP48.32,DROPPING (11%),GBP3.33,GBP7.39,GBP10.72,GBP27.94,GBP4.33,15.5%,GBP26.90,GBP38.66,12262,46,0,4.6,204,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,0052742024592,052742024592,
B00DO1MGVS,Heiniger Snap On Blade 7F,Heiniger,https://www.amazon.co.uk/dp/B00DO1MGVS,Pet Supplies,OK,BRAND APPROACH,BALANCED | 50/mo | GBP7.77 profit | GBP388.50 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP388.50/mo | 50/mo | GBP7.77 unit profit | stable | 2 sellers,8.1,9,10,9,3,9,7.6,8.7,GBP389,OK,WEAK,GBP54.15,GBP54.90,STABLE,GBP2.07,GBP9.11,GBP11.18,GBP35.20,GBP7.77,22.1%,GBP35.81,GBP46.38,21785,25,0,4.5,50,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,7613073028050,,07613073028050
B0CB4Q6P1C,"Panana Large Bird Cages Parrot Cage Wide Flight Metal Animal Cage for Budgie Parakeet Conure With Rolling Stand Wheels (Black, 95L x 45.5W x 105H)",Panana,https://www.amazon.co.uk/dp/B0CB4Q6P1C,Pet Supplies,OK,YES,BALANCED | 38/mo | GBP10.20 profit | GBP387.60 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP387.60/mo | 38/mo | GBP10.20 unit profit | stable | 2 sellers,9.0,10,10,9,6,8.6,8.9,9,GBP388,OK,AVERAGE,GBP55.99,GBP55.99,STABLE,GBP0.00,GBP9.40,GBP9.40,GBP36.39,GBP10.20,28.0%,GBP38.83,GBP45.79,11254,19,0,4.3,326,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B08MQHHW69,"Silver Engraved Adult Cremation Urn for Human Ashes - Handcrafted Funeral Memorial Large Burial Urn (7.5"" x 7.5"" x 9.5""- 200lbs or 91kg, Cloud Blue) - Bag Included",Hind Handicrafts,https://www.amazon.co.uk/dp/B08MQHHW69,Pet Supplies,OK,MAYBE,BALANCED | 54/mo | GBP7.12 profit | GBP384.50 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP384.50/mo | 54/mo | GBP7.12 unit profit | stable | 2 sellers,8.0,10,10,9,1,8.9,6.7,8.5,GBP385,OK,AVERAGE,GBP57.37,GBP57.37,STABLE,GBP3.35,GBP9.61,GBP12.96,GBP37.29,GBP7.12,19.1%,GBP37.01,GBP50.25,18391,27,0,4.9,131,N,2,N,0%,Unlikely,YES,NO,GENERIC,NO,UNLIKELY,MEDIUM,4,Medium,Brand=Seller match (YES) | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B07CQ4Y1N5,Science Supplements FlexAbility+ Plus Horse Supplement x Size: 1.7 Kg Tub,Science Supplements,https://www.amazon.co.uk/dp/B07CQ4Y1N5,Pet Supplies,OK,BRAND APPROACH,BALANCED | 42/mo | GBP9.10 profit | GBP382.20 monthly gross | stable | 3 sellers,BALANCED,1,BALANCED | GBP382.20/mo | 42/mo | GBP9.10 unit profit | stable | 3 sellers,8.1,9,10,8,4,8.9,7.8,8.9,GBP382,OK,WEAK,GBP66.97,GBP68.64,STABLE,GBP3.25,GBP11.09,GBP14.34,GBP43.53,GBP9.10,20.9%,GBP43.86,GBP57.87,24814,21,0,4.0,24,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B0DYT4PLXL,"Automatic Cat Feeder with 1080P HD Camera, 4L Cat Feeder Automatic with Timer, Night Vision, Two-Way Audio Interacting, Smart Food Dispenser with Dual Power Supply, Auto Pet Feeder for Cats & Dogs",Vibefit,https://www.amazon.co.uk/dp/B0DYT4PLXL,Pet Supplies,OK,YES,BALANCED | 40/mo | GBP9.37 profit | GBP374.80 monthly gross | SQUEEZED | 2 sellers,BALANCED,1,BALANCED | GBP374.80/mo | 40/mo | GBP9.37 unit profit | SQUEEZED | 2 sellers,9.1,9,10,9,8,8.5,8.7,8.6,GBP375,SQUEEZED,STRONG,GBP42.99,GBP52.41,DROPPING (18%),GBP1.83,GBP3.85,GBP5.68,GBP27.94,GBP9.37,33.5%,GBP31.09,GBP33.62,23375,20,0,3.9,35,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,0671891526803,671891526803,
B0002AQI9U,"Elite Airline Tubing, Blue, 76 m/ 250 ft",Marina,https://www.amazon.co.uk/dp/B0002AQI9U,Pet Supplies,OK,YES,BALANCED | 40/mo | GBP8.84 profit | GBP353.60 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP353.60/mo | 40/mo | GBP8.84 unit profit | stable | 2 sellers,8.6,10,10,9,4,9,7.9,8.9,GBP354,OK,AVERAGE,GBP65.65,GBP66.53,STABLE,GBP3.25,GBP10.88,GBP14.13,GBP42.67,GBP8.84,20.7%,GBP42.93,GBP56.81,20871,20,0,4.6,2279,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0015561111270, 0155611112779","015561111270, 155611112779",00015561111270
B01ETAF5WO,Burgess Adult Cat Scottish Salmon 10kg pack of 1,Burgess,https://www.amazon.co.uk/dp/B01ETAF5WO,Pet Supplies,OK,YES,BALANCED | 62/mo | GBP5.70 profit | GBP353.40 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP353.40/mo | 62/mo | GBP5.70 unit profit | stable | 2 sellers,8.8,10,10,9,5,9.4,7.9,8.8,GBP353,OK,WEAK,GBP32.99,GBP32.99,STABLE,GBP0.00,GBP5.85,GBP5.85,GBP21.44,GBP5.70,26.6%,GBP22.62,GBP27.29,15424,31,0,4.5,122,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5057065235446,,
